Location,Cat_C
Dubai,1.515168748
Corfu,0.6145977681
Dubai,1.515168748
Dubai,1.515168748
Santiago Cibao,0.0001076732603
Johor Bahru,0.2880828151
Guadalajara,0.02622714002
Zakynthos,0.7568002526
Dubai,1.515168748
Kaohsiung,1.582414973
Krakow Balice,0.3625501763
Aswan,1.480854199
Danang,0.7036280857
Palma De Mallorca,1.663833814
Natal,0.3488454797
Palma De Mallorca,1.663833814
Addis Ababa,2.65541043
Natal,0.3488454797
Addis Ababa,2.65541043
Addis Ababa,2.65541043
Charleroi,1.461576437
Sanya Fenghuang,0.1190303431
Dubai,1.515168748
Tashkent,0.05306588054
Montego Bay,1.301444671
Douala,2.83017466
Nice,1.088374707
Tashkent,0.05306588054
Piarco,1.836172017
Naha,2.266347811
Addis Ababa,2.65541043
Aswan,1.480854199
Dubai,1.515168748
Lviv,10
Zakynthos,0.7568002526
Corfu,0.6145977681
Kaohsiung,1.582414973
Palma De Mallorca,1.663833814
Barcelona,1.459222
Montego Bay,1.301444671
Barcelona,1.459222
Batumi,0.1160913325
Erbil International Airport,0.5999540975
Nice,1.088374707
Karipur,10
Santiago Cibao,0.0001076732603
Gabon,0.8906532696
Danang,0.7036280857
Dubai,1.515168748
Kaohsiung,1.582414973
Guadalajara,0.02622714002
Erbil International Airport,0.5999540975
Addis Ababa,2.65541043
Addis Ababa,2.65541043
Batumi,0.1160913325
Zhengzhou Xinzheng,1.028610335
Kaohsiung,1.582414973
Zhengzhou Xinzheng,1.028610335
Sao Paulo - Guarulhos,1.210241006
Sao Paulo - Guarulhos,1.210241006
Sao Paulo - Guarulhos,1.210241006
Antalya Airport,0.6962273972
Belgrade,0.04111222849
Belize City,0.8996173318
Alicante,1.548582844
Busan - Kimhae,1.879322242
Siem Reap,10
London Gatwick,0.9496475533
Norwich,1.488584004
Essaouira,0.2647015076
Rome Fiumicino,0.9165775278
Yantai Penglai,0.6511585868
Siem Reap,10
Quito,1.012172393
Colombo,0.3735330654
Skopje,0.5430750475
Busan - Kimhae,1.879322242
Ouarzazate,0.2779803891
Muan,0.7808503776
Adana Airport,0.2731946343
Antalya Airport,0.6962273972
Espargos,1.170750371
Antalya Airport,0.6962273972
Stuttgart,0.8278721562
Helsinki-Vantaa,0.5499628636
Antalya Airport,0.6962273972
Oranjestad,0.6674931594
Antalya Airport,0.6962273972
Lyon Saint Exupery,1.26831374
Mykonos,0.6319563067
Sao Paulo - Guarulhos,1.210241006
Lagos,1.364919522
Puerto Plata,1.31408281
Norwich,1.488584004
Kos,0.8582194649
Mykonos,0.6319563067
Oranjestad,0.6674931594
Alicante,1.548582844
Skopje,0.5430750475
Zaporizhya,10
Shymkent,10
Zanzibar,1.072681919
Espargos,1.170750371
Manchester,1.132297597
Liverpool,0.9204917942
Baghdad,0.3968638456
Los Cabos,0.6236109757
Colombo,0.3735330654
Fuzhou Changle,0.620343248
Billund,0.8099741593
Fuzhou Changle,0.620343248
Duesseldorf,0.9614019588
Antalya Airport,0.6962273972
Antalya Airport,0.6962273972
Busan - Kimhae,1.879322242
Antalya Airport,0.6962273972
Monastir,0.8121312867
Antalya Airport,0.6962273972
Quito,1.012172393
Los Cabos,0.6236109757
Ouarzazate,0.2779803891
Puerto Plata,1.31408281
Sao Paulo - Guarulhos,1.210241006
Manchester,1.132297597
Belgrade,0.04111222849
Siem Reap,10
Colombo,0.3735330654
Antalya Airport,0.6962273972
Abu Dhabi,1.186127815
Togo,2.558476274
Marrakech,2.475260288
Nis,0.4979557953
Dar Es Salaam,3.092885547
Dar Es Salaam,3.092885547
Oujda,2.9123408
Vienna,0.7438231123
Kilimanjaro,3.334396513
Brasilia,1.290048627
Oujda,2.9123408
Ras El Khaymah,0.05089244877
Rabat,3.207918598
Glasgow,1.205602929
Nis,0.4979557953
Everrich Downtown Kinmen,0.07547243454
Bodrum Airport,0.6006246083
Oslo,1.356286487
Oujda,2.9123408
Asturias,1.716507795
Vienna,0.7438231123
Bremen,1.68904769
Fortaleza,0.8384476308
Bodrum Airport,0.6006246083
Fortaleza,0.8384476308
Rabat,3.207918598
Shanghai Hongqiao,0.8467271933
Hannover,1.218335635
Qingdao Liuting,0.6362868059
Zia,1.64188008
Rabat,3.207918598
Glasgow,1.205602929
Kilimanjaro,3.334396513
London Stansted,0.883762157
Vienna,0.7438231123
Qingdao Liuting,0.6362868059
Bodrum Airport,0.6006246083
Nouakchott,3.279350787
London Stansted,0.883762157
Rabat,3.207918598
Rabat,3.207918598
Venice,0.9403294603
Florence,1.091507866
Recife,0.7364236727
Vienna,0.7438231123
Marrakech,2.475260288
Zia,1.64188008
Bridgetown,1.314346136
Nis,0.4979557953
Bodrum Airport,0.6006246083
Nador,2.912244563
La Paz Manuel Marquez de Leon,0.1820581414
Puerto Vallarta,1.169519741
Shanghai Hongqiao,0.8467271933
Kota Kinabalu,1.319175995
Venice,0.9403294603
Suleymania Airport,0.6484269819
RIYADH,0.8485624614
Hurgada,1.173536848
Incheon,2.136616582
Ho Chi Minh,0.6233491385
Tokyo - Narita,1.444837879
Jinan Xiaoqiang,0.5518407191
Agadir,2.579923639
Agadir,2.579923639
Madrid Barajas,1.366341702
Izmir Airport,0.697886658
Agadir,2.579923639
Chongqing Jiangbei,0.7944693206
Sharm El Sheikh,0.8294087293
Hurgada,1.173536848
Fukuoka,1.057981884
Rhodes,0.5943464729
Luxor,1.492378125
Izmir Airport,0.697886658
Tangier,3.105891819
Agadir,2.579923639
Florianopolis,0.8043012565
Luxor,1.492378125
Hangzhou Xiaoshan,0.6991381356
Tokyo - Narita,1.444837879
Tangier,3.105891819
Izmir Airport,0.697886658
Madrid Barajas,1.366341702
Chongqing Jiangbei,0.7944693206
Tangier,3.105891819
Tangier,3.105891819
Warsaw,0.1870207167
Madrid Barajas,1.366341702
Sydney,1.148734726
Chongqing Jiangbei,0.7944693206
Sharjah,1.13082758
Sharm El Sheikh,0.8294087293
Prague,0.8070077302
Lima,1.41840426
Rhodes,0.5943464729
Samana El Catey,0.4964626818
Agadir,2.579923639
Shanghai Pudong,1.236669917
Incheon,2.136616582
Beijing,1.19159405
Punta Cana - Higuey,1.112599668
Lisbon,1.161777597
Lisbon,1.161777597
Punta Cana - Higuey,1.112599668
Hurgada,1.173536848
Al Hoceima,0.2935290134
Warsaw,0.1870207167
Paramaribo,1.898725756
Lima,1.41840426
Izmir Airport,0.697886658
Beijing,1.19159405
DAMMAM,1.084739211
Berlin Brandenburg,0.9748644432
Mahon Airport,1.997327081
Hurgada,1.173536848
Tangier,3.105891819
Rhodes,0.5943464729
Tangier,3.105891819
Beijing,1.19159405
Lima,1.41840426
Chania,0.4397857818
Fukuoka,1.057981884
Jinan Xiaoqiang,0.5518407191
Fukuoka,1.057981884
Fukuoka,1.057981884
Sharm El Sheikh,0.8294087293
Luxor,1.492378125
Berlin Brandenburg,0.9748644432
Shanghai Pudong,1.236669917
Sharm El Sheikh,0.8294087293
Sharjah,1.13082758
Tokyo - Narita,1.444837879
Tokyo - Narita,1.444837879
DAMMAM,1.084739211
Izmir Airport,0.697886658
Lima,1.41840426
DAMMAM,1.084739211
Valencia,1.084426251
Toulouse,1.369462661
Al Hoceima,0.2935290134
Madrid Barajas,1.366341702
Tangier,3.105891819
Bristol,1.210514371
Luxor,1.492378125
Luxor,1.492378125
Amsterdam - Schiphol,0.3773708503
Izmir Airport,0.697886658
Beijing,1.19159405
Hurgada,1.173536848
Panama Tocumen,0.2242483461
Istanbul Airport,0.4784132085
Wenzhou Longwan,0.3735633526
Sfax,1.585748008
Xian Xianyang,0.4169172134
Kuwait,0.6916591686
Alexandria,0.5658426418
Istanbul Airport,0.4784132085
Munich,1.068368833
Santiago Arturo Merino Benitez,1.657401962
Geneva,0.9340392268
Zurich,1.023178652
Istanbul Asia Airport,0.465385837
Kuwait,0.6916591686
Cairo,1.607954377
Zurich,1.023178652
Osaka - Kansai,1.458331366
Geneva,0.9340392268
Copenhagen,1.023117769
Harbin Taiping,0.5968041076
Istanbul Asia Airport,0.465385837
Vilnius,0.3596393043
Eindhoven,0.5936014177
London Southend Airport,1.388366017
Istanbul Asia Airport,0.465385837
Istanbul Asia Airport,0.465385837
Istanbul Airport,0.4784132085
Istanbul Airport,0.4784132085
Sfax,1.585748008
Soekarno Hatta,0.3146901358
Istanbul Asia Airport,0.465385837
Malaga,1.763160646
Marseille,1.446182507
Istanbul Airport,0.4784132085
Jerba,1.566804571
Yancheng Nanyang,0.3552576728
Kuwait,0.6916591686
Istanbul Asia Airport,0.465385837
Istanbul Airport,0.4784132085
Istanbul Asia Airport,0.465385837
Alexandria,0.5658426418
Cairo,1.607954377
Cairo,1.607954377
Diyarbakir Airport,0.5579624734
Munich,1.068368833
Istanbul Asia Airport,0.465385837
Tuzla,0.2958359323
Soekarno Hatta,0.3146901358
Casablanca,3.209642487
Istanbul Airport,0.4784132085
Katima Mulilo,10
St. Petersburg Pulkovo,0.213932548
Cairo,1.607954377
Diyarbakir Airport,0.5579624734
Nantes,1.506162503
Diyarbakir Airport,0.5579624734
Malaga,1.763160646
Zurich,1.023178652
Istanbul Airport,0.4784132085
Changsha Huanghua,1.033472468
Xian Xianyang,0.4169172134
Humberside,0.2400820033
Tegucigalpa,10
Cairo,1.607954377
Osaka - Kansai,1.458331366
Istanbul Asia Airport,0.465385837
Diyarbakir Airport,0.5579624734
Casablanca,3.209642487
Dortmund,0.5009364409
Jomo Kenyatta,2.013940841
Muscat,0.8432645638
Gaziantep Airport,0.4599756867
Ningbo Lishe,0.7361556932
Cancun,1.037689687
Cancun,1.037689687
Southampton,1.512905009
Lanzarote,1.098178324
Cancun,1.037689687
Aqaba,0.288267209
Fes,2.868788225
Gaziantep Airport,0.4599756867
Seoul,2.120479482
Viracopos,0.9376590309
Marsa Aalam,0.5818966586
Gaziantep Airport,0.4599756867
Hong Kong,0.6476165631
Milan - Malpensa,0.6685808841
Accra,2.662294783
Manama,0.8867238588
Cancun,1.037689687
Manama,0.8867238588
Manama,0.8867238588
Marsa Aalam,0.5818966586
Ningbo Lishe,0.7361556932
Wuhan Tianhe,0.89691578
Cork,1.263222468
Volgograd,0.1319250989
Milan - Malpensa,0.6685808841
Aqaba,0.288267209
Fes,2.868788225
Cancun,1.037689687
Santo Domingo Las Americas,0.02266365801
Gaziantep Airport,0.4599756867
Aqaba,0.288267209
Lanzarote,1.098178324
Gaziantep Airport,0.4599756867
Marsa Aalam,0.5818966586
Seoul,2.120479482
London Luton,0.2610016897
St. George's Point Saline,1.379249372
Mudanjiang Hailang,0.2827954029
Aqaba,0.288267209
Southampton,1.512905009
Exeter,1.045377606
A Coruna,0.9133771439
Xiamen Gaoqi,0.8525528574
Banjul,3.295469677
Moscow - Domodedovo,0.6738240677
Seoul,2.120479482
Nanchang Changbei,0.4874195656
Manama,0.8867238588
Varna,0.3041775657
Moscow - Domodedovo,0.6738240677
Mudanjiang Hailang,0.2827954029
Southampton,1.512905009
Lanzarote,1.098178324
Changzhou Benniu,10
Jersey,1.107330896
Pisa,0.5933117122
Lanzarote,1.098178324
Fes,2.868788225
Bilbao,2.065733405
Tunis,1.458474688
Lille,1.423041684
Wuxi Shuofang,0.4577404597
Moscow - Sheremetyevo,0.1315517612
Szczecin,0.2434955837
Doncaster,10
Nanning Wuxu,0.9233850955
Basel,0.3654691801
Doha,0.4350533797
Hohhot Baita,0.01528215272
Malmo,0.1664693172
Ankara Airport,0.4398326061
Moscow - Sheremetyevo,0.1315517612
Kunming Wujiaba,1.457378636
Xuzhou Guanyin,0.03894118441
Ankara Airport,0.4398326061
Buenos Aires - Ezeiza,0.03587072691
Newcastle,1.242690039
Wuxi Shuofang,0.4577404597
Phnom Penh,1.530130782
Kunming Wujiaba,1.457378636
Xuzhou Guanyin,0.03894118441
Belo Horizonte,1.066083247
Moscow - Sheremetyevo,0.1315517612
Bogota,0.2134989269
Katowice,0.2069423417
Gran Canaria,1.107682936
Xuzhou Guanyin,0.03894118441
Urumchi Diwobao,0.1164704647
Nanning Wuxu,0.9233850955
Nanning Wuxu,0.9233850955
Phnom Penh,1.530130782
Ankara Airport,0.4398326061
Kunming Wujiaba,1.457378636
Szczecin,0.2434955837
Bogota,0.2134989269
Fort-de-France,1.963475807
Ohrid,0.2897395862
Chubu,1.24103079
Dalaman Airport,1.052994051
Alexandoupolis,0.1390161495
Mazatlan,1.266465773
Mazatlan,1.266465773
Tenerife,0.0004411610742
Jeju,2.056074114
Dalaman Airport,1.052994051
Shandong,10
Eskisehir Airport,0.442474796
Ohrid,0.2897395862
Jeddah,0.2054367573
Jeddah,0.2054367573
East Midlands,1.034490353
Trondheim,1.589751501
Mazatlan,1.266465773
Shandong,10
Dalaman Airport,1.052994051
Almeria,2.414848455
Dalaman Airport,1.052994051
Tirana,0.1402701332
Tirana,0.1402701332
Chubu,1.24103079
Mexico City,0.2385272933
Shenzhen Bao'an,10
Fuerteventura,1.157851709
Jeju,2.056074114
Shenzhen Bao'an,10
Johannesburg,2.228560047
Jeddah,0.2054367573
Jeju,2.056074114
Kayseri Airport,0.9349691976
Almeria,2.414848455
Jeju,2.056074114
Taiyuan Wusu,0.5227483975
Tenerife,0.0004411610742
Glasgow Prestwick,1.07175786
Hefei Xinqiao,0.4581197708
Jeddah,0.2054367573
Tenerife,0.0004411610742
Samarkand,10
Melbourne,1.228139226
Hefei Xinqiao,0.4581197708
Kayseri Airport,0.9349691976
Krasnoyarsk,0.006658729922
Almeria,2.414848455
Eskisehir Airport,0.442474796
Kayseri Airport,0.9349691976
Jeddah,0.2054367573
East Midlands,1.034490353
Indira Gandhi,0.5184211554
Coolangatta,10
Glasgow Prestwick,1.07175786
Dalaman Airport,1.052994051
Kayseri Airport,0.9349691976
Cardiff,1.361643165
Eskisehir Airport,0.442474796
Kayseri Airport,0.9349691976
Sihanoukville,0.6345567052
Bourgas,0.2152301119
Chengdu Tianfu,0.5336581126
Chengdu Tianfu,0.5336581126
Cardiff,1.361643165
Eskisehir Airport,0.442474796
Reus,1.717180383
Mazatlan,1.266465773
Ohrid,0.2897395862
Melbourne,1.228139226
Cardiff,1.361643165
Mazatlan,1.266465773
Memmingen,10
Melbourne,1.228139226
Skiathos,0.1971237264
Luanda,0.007012015293
Mexico City,0.2385272933
Medina,0.4718848719
Kayseri Airport,0.9349691976
Luanda,0.007012015293
Chubu,1.24103079
Paderborn,1.027319984
Praia,1.2410168
Fuerteventura,1.157851709
Kutahya Airport,0.4090864169
Chengdu Tianfu,0.5336581126
Antalya Gazipasa Airport,1.439675576
Dalaman Airport,1.052994051
Jeju,2.056074114
Praia,1.2410168
Mexico City,0.2385272933
Hefei Xinqiao,0.4581197708
Taiyuan Wusu,0.5227483975
Skiathos,0.1971237264
Ohrid,0.2897395862
Chengdu Tianfu,0.5336581126
Ulaanbaatar,0.0888879898
Tenerife,0.0004411610742
Melbourne,1.228139226
Antalya Gazipasa Airport,1.439675576
Chubu,1.24103079
Olsztyn,0.2772977513
Glasgow Prestwick,1.07175786
Eskisehir Airport,0.442474796
Kayseri Airport,0.9349691976
Ekaterinburg,0.2110681531
Weihai Dashuibo,0.2822567461
Almeria,2.414848455
Chubu,1.24103079
Chubu,1.24103079
Jeddah,0.2054367573
Basseterre (Saint Kitts),1.084827665
Antalya Gazipasa Airport,1.439675576
Cardiff,1.361643165
Monterrey,0.08174120963
Ramon,10
Bangalore,0.8531891528
Ramon,10
Abidjan,0.8973644823
Jeju,2.056074114
Trabzon Airport,0.7186730628
Jeju,2.056074114
Jeju,2.056074114
Shandong,10
Chubu,1.24103079
Wroclaw,0.2075982265
Reus,1.717180383
Abuja,1.187898018
Antalya Gazipasa Airport,1.439675576
Cheongju,1.686358375
Jeju,2.056074114
Dalaman Airport,1.052994051
Mexico City,0.2385272933
Maputo,10
Abuja,1.187898018
Krasnoyarsk,0.006658729922
Dalaman Airport,1.052994051
Weihai Dashuibo,0.2822567461
Tenerife,0.0004411610742
Kayseri Airport,0.9349691976
Dalaman Airport,1.052994051
Basseterre (Saint Kitts),1.084827665
Weihai Dashuibo,0.2822567461
Dalaman Airport,1.052994051
Chubu,1.24103079
Mazatlan,1.266465773
Medina,0.4718848719
Bologna,0.5230382679
Mexico City,0.2385272933
Praia,1.2410168
Cheongju,1.686358375
Trondheim,1.589751501
Almeria,2.414848455
Sevilla,1.258427783
Shandong,10
Antalya Gazipasa Airport,1.439675576
Erfurt,10
Ohrid,0.2897395862
Jeju,2.056074114
Jeddah,0.2054367573
Abuja,1.187898018
Taiyuan Wusu,0.5227483975
Maputo,10
Karpathos,0.2241663825
Monterrey,0.08174120963
Kayseri Airport,0.9349691976
Erfurt,10
Ciampino Airport,0.431446665
Addis Ababa,2.65541043
Barcelona,1.459222
Hrabrovo,10
Aswan,1.480854199
Kaohsiung,1.582414973
Natal,0.3488454797
Singapore - Changi,0.4352900588
Hanoi,0.5826547729
Zhengzhou Xinzheng,1.028610335
Macau,0.6771237964
Naples,0.8722658137
Guayaquil,1.418927862
Pengsheng,0.7074136435
Edinburgh,1.269674668
Aberdeen,1.699953892
Zhengzhou Xinzheng,1.028610335
Krakow Balice,0.3625501763
Singapore - Changi,0.4352900588
Thessaloniki,0.3334414667
Montego Bay,1.301444671
Edinburgh,1.269674668
Zhengzhou Xinzheng,1.028610335
Basrah,0.3210985192
Naples,0.8722658137
Daegu,2.203981975
Dubai,1.515168748
Perth,1.405656514
Birmingham,1.136442734
Birmingham,1.136442734
Singapore - Changi,0.4352900588
Yinchuan Hedong,0.6017644879
Lviv,10
Montego Bay,1.301444671
Yinchuan Hedong,0.6017644879
Trichy,10
Dubai,1.515168748
Lviv,10
Birmingham,1.136442734
Zhengzhou Xinzheng,1.028610335
Danang,0.7036280857
Aswan,1.480854199
Grenoble,0.2440082261
Buenos Aires Aeroparque,0.04721051746
Natal,0.3488454797
Santander,1.342271939
Buenos Aires Aeroparque,0.04721051746
Nuernberg,0.5119997636
Ostrava,0.06930058933
Bari,0.5248511261
Addis Ababa,2.65541043
Montego Bay,1.301444671
Guadalajara,0.02622714002
Edinburgh,1.269674668
San Salvador Comalapa,0.008928608837
Guayaquil,1.418927862
Ciampino Airport,0.431446665
San Salvador Comalapa,0.008928608837
Ostrava,0.06930058933
Aswan,1.480854199
Daegu,2.203981975
Nice,1.088374707
Dubai,1.515168748
Yinchuan Hedong,0.6017644879
San Salvador Comalapa,0.008928608837
Nuernberg,0.5119997636
Daegu,2.203981975
Yinchuan Hedong,0.6017644879
Guadalajara,0.02622714002
Naples,0.8722658137
Santiago Cibao,0.0001076732603
Zakynthos,0.7568002526
Ostrava,0.06930058933
Queretaro,0.0006854309267
Lviv,10
Aswan,1.480854199
Singapore - Changi,0.4352900588
Douala,2.83017466
Palma De Mallorca,1.663833814
Barcelona,1.459222
Radom,0.1877362242
Thessaloniki,0.3334414667
Buenos Aires Aeroparque,0.04721051746
Hrabrovo,10
Naples,0.8722658137
Yinchuan Hedong,0.6017644879
Samos,0.7918956688
Kaohsiung,1.582414973
Charleroi,1.461576437
Bari,0.5248511261
Addis Ababa,2.65541043
Guadalajara,0.02622714002
Addis Ababa,2.65541043
Krakow Balice,0.3625501763
Montego Bay,1.301444671
Piarco,1.836172017
Sanya Fenghuang,0.1190303431
San Salvador Comalapa,0.008928608837
Sanya Fenghuang,0.1190303431
Montego Bay,1.301444671
Yinchuan Hedong,0.6017644879
Bari,0.5248511261
Corfu,0.6145977681
Sanya Fenghuang,0.1190303431
San Salvador Comalapa,0.008928608837
Addis Ababa,2.65541043
Aswan,1.480854199
Addis Ababa,2.65541043
Montego Bay,1.301444671
Lviv,10
Busan - Kimhae,1.879322242
Ouarzazate,0.2779803891
Oranjestad,0.6674931594
Yantai Penglai,0.6511585868
Adana Airport,0.2731946343
Liverpool,0.9204917942
Siem Reap,10
Porto Alegre,0.5910200812
Belgrade,0.04111222849
Norwich,1.488584004
Ouarzazate,0.2779803891
Munster-Osnabruck,0.5179522691
Busan - Kimhae,1.879322242
Ouarzazate,0.2779803891
Lagos,1.364919522
Ouarzazate,0.2779803891
Fuzhou Changle,0.620343248
Yangyang,0.5155347423
Colombo,0.3735330654
Essaouira,0.2647015076
Quito,1.012172393
Siem Reap,10
Puerto Plata,1.31408281
Duesseldorf,0.9614019588
Monastir,0.8121312867
Siem Reap,10
Rio de Janeiro,1.195630312
Stuttgart,0.8278721562
Ouarzazate,0.2779803891
Antalya Airport,0.6962273972
Rio de Janeiro,1.195630312
Monastir,0.8121312867
Muan,0.7808503776
Athens,0.2819030416
Antalya Airport,0.6962273972
Puerto Plata,1.31408281
Antalya Airport,0.6962273972
Duesseldorf,0.9614019588
Belgrade,0.04111222849
Espargos,1.170750371
Sao Paulo - Guarulhos,1.210241006
Rio de Janeiro,1.195630312
London Heathrow,0.9933669697
Ouarzazate,0.2779803891
Belgrade,0.04111222849
Changchun Longjia,0.6585359199
Ouarzazate,0.2779803891
Antalya Airport,0.6962273972
Antalya Airport,0.6962273972
Sao Paulo - Guarulhos,1.210241006
Monastir,0.8121312867
Espargos,1.170750371
Fuzhou Changle,0.620343248
Busan - Kimhae,1.879322242
Norwich,1.488584004
Antalya Airport,0.6962273972
Antalya Airport,0.6962273972
Busan - Kimhae,1.879322242
Duesseldorf,0.9614019588
Norwich,1.488584004
Lagos,1.364919522
Anna,10
Rio de Janeiro,1.195630312
Kos,0.8582194649
Abu Dhabi,1.186127815
Rio de Janeiro,1.195630312
Oranjestad,0.6674931594
Sierra Leone,3.50344494
Antalya Airport,0.6962273972
Krasnodar,10
Changchun Longjia,0.6585359199
Monastir,0.8121312867
Los Cabos,0.6236109757
Changchun Longjia,0.6585359199
Monastir,0.8121312867
Durban,1.931155393
Fuzhou Changle,0.620343248
Changchun Longjia,0.6585359199
London Heathrow,0.9933669697
Zanzibar,1.072681919
Siem Reap,10
Puerto Plata,1.31408281
Manchester,1.132297597
Quito,1.012172393
Stuttgart,0.8278721562
Skopje,0.5430750475
Marka,0.2644392043
Monastir,0.8121312867
Puerto Plata,1.31408281
Los Cabos,0.6236109757
Muan,0.7808503776
Antalya Airport,0.6962273972
Los Cabos,0.6236109757
Monastir,0.8121312867
Puerto Plata,1.31408281
Oranjestad,0.6674931594
Abu Dhabi,1.186127815
Monastir,0.8121312867
Los Cabos,0.6236109757
La Palma,1.33755521
Liverpool,0.9204917942
Ouarzazate,0.2779803891
Fuzhou Changle,0.620343248
Espargos,1.170750371
Espargos,1.170750371
Changchun Longjia,0.6585359199
Krasnodar,10
Essaouira,0.2647015076
Krasnodar,10
Lyon Saint Exupery,1.26831374
Monastir,0.8121312867
Yangyang,0.5155347423
Monastir,0.8121312867
Los Cabos,0.6236109757
Zaporizhya,10
Athens,0.2819030416
Adana Airport,0.2731946343
Sao Paulo - Guarulhos,1.210241006
Porto Alegre,0.5910200812
Tulear,0.4793148279
La Palma,1.33755521
Zaporizhya,10
Lagos,1.364919522
Muan,0.7808503776
Porto Alegre,0.5910200812
Los Cabos,0.6236109757
Fuzhou Changle,0.620343248
Zanzibar,1.072681919
Krasnodar,10
Duesseldorf,0.9614019588
Athens,0.2819030416
Colombo,0.3735330654
Oranjestad,0.6674931594
Antalya Airport,0.6962273972
Espargos,1.170750371
Enfidha,0.755713278
Dalian Zhoushuizi,0.523553733
Bridgetown,1.314346136
Marrakech,2.475260288
Brasilia,1.290048627
Bodrum Airport,0.6006246083
Oslo,1.356286487
Puerto Vallarta,1.169519741
Nador,2.912244563
Nador,2.912244563
Qingdao Liuting,0.6362868059
Nador,2.912244563
Ras El Khaymah,0.05089244877
Oujda,2.9123408
London Stansted,0.883762157
Verona,0.7226447173
Kilimanjaro,3.334396513
Bodrum Airport,0.6006246083
Netaji Subhash Chandra Bose Int. Airport,10
Oujda,2.9123408
Everrich Downtown Kinmen,0.07547243454
Dalian Zhoushuizi,0.523553733
La Paz Manuel Marquez de Leon,0.1820581414
Nador,2.912244563
Florence,1.091507866
Nador,2.912244563
Verona,0.7226447173
Hannover,1.218335635
Sarajevo,0.5283854943
Qingdao Liuting,0.6362868059
Verona,0.7226447173
La Romana,0.4366087021
Nador,2.912244563
Bodrum Airport,0.6006246083
Puerto Vallarta,1.169519741
Dalian Zhoushuizi,0.523553733
Bodrum Airport,0.6006246083
Enfidha,0.755713278
Venice,0.9403294603
Bodrum Airport,0.6006246083
Recife,0.7364236727
Recife,0.7364236727
Rabat,3.207918598
Aktio,0.1849286153
Cam Ranh,0.452174023
Guernsey,0.1182269295
Qingdao Liuting,0.6362868059
Bodrum Airport,0.6006246083
Qingdao Liuting,0.6362868059
Verona,0.7226447173
Oujda,2.9123408
Puerto Vallarta,1.169519741
Puerto Vallarta,1.169519741
Fortaleza,0.8384476308
Glasgow,1.205602929
Kota Kinabalu,1.319175995
Guernsey,0.1182269295
Qingdao Liuting,0.6362868059
Bodrum Airport,0.6006246083
Nador,2.912244563
La Romana,0.4366087021
Fortaleza,0.8384476308
Paris Charles De Gaulle,1.072053472
Oslo,1.356286487
Qingdao Liuting,0.6362868059
Enfidha,0.755713278
London Stansted,0.883762157
Fortaleza,0.8384476308
Marrakech,2.475260288
Asturias,1.716507795
Oslo,1.356286487
Brasilia,1.290048627
Bodrum Airport,0.6006246083
Jaipur,10
Rabat,3.207918598
Dalian Zhoushuizi,0.523553733
Brussels,1.891281189
Marrakech,2.475260288
Bodrum Airport,0.6006246083
Bodrum Airport,0.6006246083
La Romana,0.4366087021
Bodrum Airport,0.6006246083
Marrakech,2.475260288
Paris Charles De Gaulle,1.072053472
Almaty,0.009602303078
Oujda,2.9123408
Voronezh,10
Kilimanjaro,3.334396513
Dalian Zhoushuizi,0.523553733
Fortaleza,0.8384476308
Oujda,2.9123408
Niamey,3.424224714
Puerto Vallarta,1.169519741
La Paz Manuel Marquez de Leon,0.1820581414
Bodrum Airport,0.6006246083
Venice,0.9403294603
Fortaleza,0.8384476308
Bridgetown,1.314346136
Shanghai Hongqiao,0.8467271933
Fortaleza,0.8384476308
Brasilia,1.290048627
Voronezh,10
Bodrum Airport,0.6006246083
Alesund,10
Zia,1.64188008
Brasilia,1.290048627
Netaji Subhash Chandra Bose Int. Airport,10
Alesund,10
Recife,0.7364236727
Enfidha,0.755713278
Enfidha,0.755713278
Incheon,2.136616582
Rostov Don,10
Berlin Brandenburg,0.9748644432
Punta Cana - Higuey,1.112599668
Chongqing Jiangbei,0.7944693206
Punta Cana - Higuey,1.112599668
Graz,0.9271440526
Sharm El Sheikh,0.8294087293
Amman,0.6092662004
London City,1.757892944
Agadir,2.579923639
DAMMAM,1.084739211
Luxor,1.492378125
Izmir Airport,0.697886658
Rhodes,0.5943464729
Kristiansand,10
Shannon,0.03367161059
Amman,0.6092662004
Sharjah,1.13082758
Sharm El Sheikh,0.8294087293
Hurgada,1.173536848
Chisinau,10
Rostov Don,10
Taichung,1.465973917
Izmir Airport,0.697886658
Agadir,2.579923639
Paramaribo,1.898725756
Rhodes,0.5943464729
PRISTINA,0.2869327976
Chania,0.4397857818
Tangier,3.105891819
Bristol,1.210514371
Hangzhou Xiaoshan,0.6991381356
Rhodes,0.5943464729
Madrid Barajas,1.366341702
Al Hoceima,0.2935290134
Hurgada,1.173536848
Sharjah,1.13082758
Mahon Airport,1.997327081
Gerona,1.838531966
Hangzhou Xiaoshan,0.6991381356
Bergen,1.532450171
Incheon,2.136616582
Izmir Airport,0.697886658
Graz,0.9271440526
Pointe-a-Pitre,2.136405462
Chisinau,10
Hangzhou Xiaoshan,0.6991381356
Izmir Airport,0.697886658
Agadir,2.579923639
Prague,0.8070077302
Minsk,0.6267039784
Vientiane,2.702982585
Punta Cana - Higuey,1.112599668
Punta Cana - Higuey,1.112599668
Amman,0.6092662004
Valencia,1.084426251
Sharjah,1.13082758
Hangzhou Xiaoshan,0.6991381356
