DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp_Total,SoM_Comp
Dominican Republic,Santo Domingo Las Americas,Regular,Full Flavor,SSL,100,1,16,11.458333500000
Morocco,Rabat,Regular,Full Flavor,SLI,KS,1,24,4.166667000000
Poland,Elblag,Regular,Full Flavor,STD,100,1,6,16.666667000000
Greece,Athens,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
France DP,Lyon Saint Exupery,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
China,Changchun Longjia,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Antalya Gazipasa Airport,Menthol,Full Flavor,STD,KS,1,17,6.787330500000
China,Sanya Fenghuang,Regular,Lights,STD,KS,1,20,10.000000000000
United Arab Emirates,Dubai,Menthol,Full Flavor,STD,100,1,8,12.500000000000
Tunisia,Enfidha,Menthol Caps,Full Flavor,SSL,100,1,20,5.000000000000
Spain,Santiago De Compostela,Regular,Ultralights,STD,KS,1,8,12.500000000000
China,Hefei Xinqiao,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,SSL,KS,1,32,6.250000000000
Norway,Oslo,Regular,Full Flavor,SSL,KS,1,11,9.090909000000
Canary Islands,Gran Canaria,Menthol,Full Flavor,STD,KS,1,16,6.458333500000
Dominican Republic,Puerto Plata,Menthol,Full Flavor,STD,KS,2,17,12.941176500000
Macedonia,Skopje,Menthol,Full Flavor,SSL,100,1,16,19.791666500000
Italy,Florence,Regular,Full Flavor,STD,KS,3,8,68.750000000000
Germany,Frankfurt,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
Vietnam,Cam Ranh,Regular,Full Flavor,STD,KS,3,6,100.000000000000
Great Britain,Edinburgh,Regular,Lights,STD,KS,2,13,25.874125500000
Morocco,Ouarzazate,Regular,Full Flavor,STD,KS,3,16,62.916666666667
Mexico,Guadalajara,Regular,Full Flavor,STD,KS,3,13,50.961538333333
United Arab Emirates,Sharjah,Regular,Full Flavor,STD,KS,5,18,59.259259166667
Great Britain,Birmingham,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
China,Urumchi Diwobao,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
China,Chengdu Tianfu,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Mexico,Cozumel,Regular,Full Flavor,STD,KS,2,13,59.160839333333
China,Qingdao Liuting,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Turkey,Bodrum Airport,Regular,Lights,STD,KS,3,35,18.665038750000
China,Yinchuan Hedong,Regular,Lights,STD,KS,1,20,10.000000000000
Jamaica,Montego Bay,Regular,Full Flavor,SSL,100,2,29,8.390804500000
Turkey,Trabzon Airport,Regular,Full Flavor,STD,100,1,20,6.346154000000
Tunisia,Monastir,Menthol,Full Flavor,STD,100,1,16,6.250000000000
Turkey,Samsun Airport,Menthol,Full Flavor,STD,KS,1,21,4.761905000000
Kyrgyzstan,Manas,Regular,Full Flavor,SSL,100,2,22,7.878788000000
Mexico,Cozumel,Menthol,Full Flavor,STD,KS,1,13,7.692308000000
Morocco,Tangier,Regular,Full Flavor,STD,100,1,25,4.000000000000
Morocco,Rabat,Menthol,Full Flavor,STD,KS,2,25,5.560386333333
Great Britain,Newcastle,Regular,Lights,STD,KS,2,11,18.181818000000
Greece,Corfu,Menthol,Full Flavor,SSL,100,1,9,11.111111000000
China,Changchun Longjia,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Turkey,Konya Airport,Regular,Full Flavor,STD,100,1,21,4.761905000000
France DP,Lille,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Morocco,Rabat,Regular,Full Flavor,SSL,100,2,24,10.778985500000
Spain,Granada,Regular,Full Flavor,STD,KS,2,3,66.666666666667
Greece,Kos,Regular,Lights,STD,KS,2,9,15.740740666667
Spain DP,Madrid Barajas,Regular,Full Flavor,SSL,100,1,11,29.090909000000
Italy,Palermo,Regular,Lights,STD,KS,1,8,25.000000000000
Spain,Alicante,Regular,Full Flavor,STD,KS,4,19,53.778195500000
Norway,Stavanger,Regular,Lights,STD,KS,1,3,33.333333000000
China,Qingdao Liuting,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,Humberside,Regular,Ultralights,STD,KS,1,2,50.000000000000
Dominican Republic,Santo Domingo Las Americas,Regular,Lights,STD,KS,2,16,19.791666500000
South Korea,Seoul,Regular,Full Flavor,SLI,100,1,56,1.785714000000
France,Chambery,Regular,Full Flavor,STD,100,1,3,33.333333000000
Macedonia,Skopje,Regular,Full Flavor,SLI,KS,1,8,12.500000000000
Spain DP,Asturias,Regular,Full Flavor,STD,KS,2,4,72.222222333333
China,Wuhan Tianhe,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
China,Wuxi Shuofang,Regular,Full Flavor,STD,100,1,20,5.000000000000
Germany,Hamburg,Regular,Full Flavor,STD,KS,3,8,75.000000000000
Spain,Valencia,Regular,Ultralights,STD,KS,1,9,11.111111000000
China,Hefei Xinqiao,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Turkey,Ankara Airport,NTD Caps,Full Flavor,STD,KS,2,37,14.926290000000
Great Britain,Newcastle,Regular,Full Flavor,STD,100,1,11,18.181818000000
Spain,Malaga,Regular,Lights,STD,100,1,19,5.263158000000
Morocco,Oujda,Regular,Full Flavor,SSL,100,2,21,11.904762000000
Aruba,Oranjestad,Regular,Full Flavor,SSL,100,2,18,14.629629666667
Brazil,Porto Alegre,NTD Caps,Full Flavor,STD,KS,2,10,26.250000000000
Greece,Kavala,Regular,Full Flavor,STD,KS,3,8,82.738095333333
Dominican Republic,Punta Cana - Higuey,NTD Caps,Full Flavor,STD,KS,2,25,14.333333500000
United Arab Emirates,Dubai,Regular,Lights,STD,100,1,20,5.000000000000
United Arab Emirates,Sharjah,NTD Caps,Full Flavor,STD,KS,1,18,25.555555500000
Martinique,Fort-de-France,Regular,Full Flavor,SSL,100,1,8,25.000000000000
Saudi Arabia,DAMMAM,Regular,Full Flavor,SSL,KS,1,10,10.000000000000
Turkey,Istanbul Asia Airport,Menthol Caps,Full Flavor,STD,KS,1,22,4.545455000000
Tunisia,Tozeur,Menthol,Full Flavor,SSL,100,1,5,40.000000000000
United Arab Emirates,Abu Dhabi,NTD Caps,Full Flavor,STD,KS,2,18,24.291939000000
Morocco,Casablanca,Regular,Full Flavor,STD,KS,4,29,63.138569500000
Turkey,Izmir Airport,Regular,Lights,STD,100,1,29,3.575990000000
Turkey,Samsun Airport,NTD Caps,Full Flavor,STD,KS,2,27,18.703703500000
China,Xiamen Gaoqi,Regular,Full Flavor,STD,100,1,20,5.000000000000
France,Marseille,Regular,Lights,STD,100,1,10,10.555555500000
Grenada,St. George's Point Saline,Menthol,Full Flavor,STD,100,1,3,33.333333000000
China,Chongqing Jiangbei,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
China,Beijing,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Ningbo Lishe,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
France,Marseille,Regular,Full Flavor,STD,KS,4,10,59.444444500000
Italy,Naples,Regular,Full Flavor,STD,KS,4,9,63.055555750000
Spain DP,Palma De Mallorca,Regular,Lights,STD,100,1,18,5.555556000000
Great Britain,London Southend Airport,Regular,Full Flavor,STD,KS,3,10,50.833333333333
China,Harbin Taiping,Regular,Full Flavor,STD,100,1,20,5.441176500000
Portugal,Lisbon,Regular,Full Flavor,STD,KS,2,9,53.333333500000
Mauritania,Nouakchott,Regular,Full Flavor,SSL,100,2,11,21.590909000000
Italy,Milan - Malpensa,Regular,Full Flavor,STD,KS,4,11,65.454545500000
Japan,Tokyo - Narita,Regular,Lights,STD,KS,1,28,3.571429000000
Indonesia,Ngurah Rai,Menthol Caps,Full Flavor,STD,KS,2,18,12.878788000000
France,Toulouse,Regular,Full Flavor,STD,100,1,8,12.500000000000
Greece,Mitilini,Regular,Full Flavor,SSL,100,1,3,66.666667000000
Great Britain,London Heathrow,Regular,Lights,STD,100,1,12,8.333333000000
Kuwait,Kuwait,Menthol,Full Flavor,STD,KS,1,21,4.761905000000
Guadalupe,Pointe-a-Pitre,Regular,Lights,STD,KS,1,5,20.000000000000
Russia,Krasnoyarsk,Regular,Full Flavor,STD,100,1,13,15.384615000000
Morocco,Rabat,Menthol Caps,Full Flavor,STD,KS,1,25,4.083333500000
Turkey,Diyarbakir Airport,Regular,Lights,STD,KS,1,22,5.397727500000
Spain DP,Ibiza,Menthol,Full Flavor,STD,KS,1,17,6.066176500000
Spain,Palma De Mallorca,Regular,Ultralights,STD,KS,1,9,11.111111000000
Italy,Milan - Linate,Regular,Lights,STD,KS,2,7,39.285714500000
France,Lille,Regular,Full Flavor,STD,KS,3,5,70.000000000000
Tunisia,Monastir,Menthol,Full Flavor,STD,KS,1,19,10.526316000000
Ivory Coast,Abidjan,NTD Caps,Full Flavor,STD,KS,1,9,22.222222000000
Great Britain,Glasgow,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
China,Jinan Xiaoqiang,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Morocco,Rabat,Regular,Full Flavor,STD,100,1,25,4.000000000000
India,Bangalore,Regular,Full Flavor,SSL,KS,1,14,7.142857000000
Turkey,Samsun Airport,NTD Caps,Full Flavor,SSL,100,1,27,3.703704000000
Macau,Macau,Regular,Lights,STD,KS,1,10,20.000000000000
Dominican Republic,Punta Cana - Higuey,Regular,Lights,STD,KS,2,25,9.846154000000
Tunisia,Tunis,Regular,Full Flavor,STD,KS,4,36,68.750000000000
Greece,Athens,Regular,Lights,STD,KS,2,13,13.966588666667
Bahrain,Manama,Regular,Full Flavor,SLI,100,1,20,5.000000000000
Ecuador,Quito,NTD Caps,Full Flavor,STD,KS,2,12,15.476190500000
Turkey,Ankara Airport,Regular,Ultralights,STD,KS,1,37,2.702703000000
China,Chengdu Tianfu,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Cape Verde,Espargos,Regular,Full Flavor,SLI,100,1,12,8.333333000000
Gabon,Gabon,Menthol,Full Flavor,SSL,100,1,16,6.250000000000
Morocco,Marrakech,Regular,Full Flavor,SLI,100,1,26,3.846154000000
Indonesia,Ngurah Rai,Regular,Full Flavor,SSL,KS,1,24,6.628788000000
South Korea,Muan,Menthol,Full Flavor,STD,KS,1,5,20.000000000000
China,Xuzhou Guanyin,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Morocco,Nador,NTD Caps,Full Flavor,STD,KS,1,13,30.769231000000
Macedonia,Skopje,NTD Caps,Full Flavor,STD,KS,1,16,12.500000000000
France,Grenoble,Regular,Full Flavor,STD,KS,2,7,43.253968000000
Morocco,Tangier,Regular,Ultralights,STD,KS,1,23,4.347826000000
Macedonia,Skopje,Regular,Lights,SSL,100,1,8,12.500000000000
Dominican Republic,Puerto Plata,Regular,Full Flavor,SSL,100,2,17,12.941176500000
Greece,Aktio,Regular,Full Flavor,STD,100,1,9,11.111111000000
Tunisia,Jerba,Regular,Full Flavor,SSL,KS,1,34,2.941176000000
China,Xiamen Gaoqi,Regular,Lights,STD,KS,1,20,10.000000000000
Morocco,Ouarzazate,Regular,Lights,STD,KS,1,16,6.527778000000
China,Wuhan Tianhe,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Greece,Kos,Regular,Full Flavor,STD,100,1,9,11.111111000000
Mexico,Puerto Vallarta,Menthol,Full Flavor,SSL,100,1,16,6.971154000000
Spain,Almeria,Menthol,Full Flavor,STD,KS,1,17,5.882353000000
China,Harbin Taiping,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,Glasgow,Regular,Ultralights,STD,KS,1,4,25.000000000000
Spain DP,Santander,Regular,Ultralights,STD,KS,1,3,33.333333000000
Caribbean Other,Basseterre (Saint Kitts),Regular,Lights,STD,KS,1,9,12.962963000000
Bahrain,Manama,Regular,Lights,STD,KS,1,22,13.771043666667
Turkey,Samsun Airport,Menthol Caps,Full Flavor,STD,KS,1,27,4.232804500000
Georgia,Kutaisi,Regular,Full Flavor,STD,100,1,8,12.500000000000
Albania,Tirana,Regular,Lights,STD,100,1,12,8.333333000000
Hong Kong,Hong Kong,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
Portugal,Porto,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Morocco,Fes,Menthol,Full Flavor,SSL,100,1,24,16.666667000000
Great Britain,London Gatwick,Regular,Lights,STD,100,1,12,8.333333000000
Switzerland,Basel,Menthol,Full Flavor,STD,KS,1,11,9.090909000000
Italy,Bologna,Regular,Lights,STD,KS,1,2,50.000000000000
Tunisia,Jerba,Menthol,Full Flavor,STD,KS,1,34,2.941176000000
China,Wuxi Shuofang,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Xian Xianyang,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Kunming Wujiaba,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Mudanjiang Hailang,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
France DP,Beauvais,Regular,Full Flavor,SSL,100,1,3,33.333333000000
Portugal,Lisbon,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Kuwait,Kuwait,Menthol,Full Flavor,STD,LONGER THAN KS,1,22,4.545455000000
Mexico,Monterrey,Regular,Full Flavor,STD,KS,3,11,60.101010333333
Austria,Salzburg,Regular,Full Flavor,STD,KS,2,7,69.047619000000
Great Britain,Humberside,Menthol,Full Flavor,STD,KS,1,10,10.000000000000
China,Yinchuan Hedong,Regular,Full Flavor,STD,100,1,20,5.000000000000
Caribbean Other,Basseterre (Saint Kitts),Menthol,Full Flavor,SSL,100,1,9,11.111111000000
South Korea,Jeju,Regular,Full Flavor,STD,KS,5,56,69.207410200000
Portugal,Faro Airport,Regular,Lights,STD,100,1,5,20.000000000000
Armenia,Yerevan,Regular,Lights,STD,KS,2,6,41.666667000000
Spain,Palma De Mallorca,Regular,Full Flavor,STD,KS,4,18,52.916666500000
Gabon,Gabon,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
South Korea,Busan - Kimhae,Regular,Full Flavor,STD,KS,5,56,67.631652600000
Spain DP,Sevilla,Regular,Full Flavor,STD,KS,4,16,55.694444250000
Brazil,Porto Alegre,Regular,Full Flavor,STD,KS,1,10,56.250000000000
Albania,Tirana,Regular,Full Flavor,SLI,100,2,32,6.825658000000
Great Britain,London Heathrow,Regular,Full Flavor,STD,100,1,12,8.333333000000
Great Britain,Humberside,Regular,Full Flavor,STD,100,1,10,10.000000000000
Grenada,St. George's Point Saline,Menthol,Full Flavor,STD,KS,2,11,13.636363500000
China,Yanji Zhaoyangchuan,Regular,Full Flavor,STD,100,1,20,5.000000000000
France,Paris Orly,Regular,Full Flavor,STD,KS,3,11,62.878788000000
Turkey,Konya Airport,Regular,Lights,STD,KS,1,21,12.420635000000
Cambodia,Phnom Penh,Regular,Lights,STD,KS,1,14,9.706959666667
Italy,Bergamo,Regular,Lights,STD,KS,2,8,36.111111000000
Brazil,Brasilia,Regular,Full Flavor,SSL,100,1,14,7.738095000000
Poland,Szczecin,Regular,Lights,STD,KS,1,6,33.333333000000
Spain,Alicante,Regular,Lights,STD,100,1,19,5.263158000000
Portugal,Faro Airport,Regular,Lights,STD,KS,2,9,21.111111000000
United Arab Emirates,Sharjah,Regular,Full Flavor,SLI,KS,1,15,6.666667000000
France,Marseille,Regular,Lights,STD,KS,2,10,28.888889000000
Turkey,Istanbul Asia Airport,Menthol,Full Flavor,STD,100,1,21,9.523810000000
Georgia,Batumi,Regular,Lights,STD,100,1,8,12.500000000000
Jamaica,Montego Bay,NTD Caps,Full Flavor,STD,KS,2,29,15.287356000000
Switzerland,Basel,Menthol,Full Flavor,SSL,100,1,18,5.555556000000
China,Shanghai Hongqiao,Regular,Full Flavor,SSL,100,2,10,26.666666500000
Germany,Dortmund,Regular,Full Flavor,STD,KS,1,8,87.500000000000
Morocco,Al Hoceima,Menthol,Full Flavor,STD,KS,1,16,12.500000000000
Japan,Osaka - Kansai,NTD Caps,Full Flavor,STD,100,1,16,6.250000000000
Kyrgyzstan,Manas,Regular,Full Flavor,STD,KS,5,22,77.878788000000
Tunisia,Jerba,NTD Caps,Full Flavor,STD,KS,2,34,13.235294000000
Tunisia,Enfidha,Menthol Caps,Full Flavor,STD,KS,1,18,5.555556000000
China,Shenyang Taoxian,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Urumchi Diwobao,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Spain DP,Reus,Menthol,Full Flavor,STD,KS,1,11,9.545454500000
Greece,Chania,Regular,Lights,STD,KS,2,12,16.296296333333
Spain,Malaga,Regular,Ultralights,STD,KS,1,9,11.111111000000
China,Kunming Wujiaba,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Norway,Trondheim,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Spain,Ibiza,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
France DP,Paris Charles De Gaulle,Menthol,Full Flavor,STD,100,1,12,8.333333000000
France DP,Beauvais,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
Japan,Osaka - Kansai,NTD Caps,Full Flavor,STD,KS,3,60,10.277777666667
Nigeria,Abuja,Regular,Full Flavor,STD,KS,3,11,70.389610333333
Panama,Panama Tocumen,Regular,Lights,STD,KS,1,7,28.571429000000
France,Toulouse,Regular,Full Flavor,STD,KS,4,14,55.357142750000
Malaysia,Kota Kinabalu,Regular,Full Flavor,STD,KS,2,7,32.142857000000
China,Zhengzhou Xinzheng,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Greece,Corfu,Regular,Lights,STD,KS,2,11,13.097643000000
Morocco,Marrakech,Regular,Full Flavor,SSL,KS,1,28,3.571429000000
Spain,Palma De Mallorca,Menthol,Full Flavor,STD,KS,1,18,5.902778000000
China,Hohhot Baita,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Bodrum Airport,Regular,Full Flavor,STD,100,2,35,7.989418000000
Taiwan,Everrich Downtown Kinmen,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Great Britain,Glasgow,Menthol,Full Flavor,STD,KS,1,13,8.391608500000
Spain DP,Bilbao,Regular,Full Flavor,SSL,100,1,7,14.285714000000
Poland,Krakow Balice,Regular,Full Flavor,STD,KS,3,11,73.484848333333
Russia,Min Vody,Regular,Full Flavor,STD,100,1,9,22.222222000000
France,Bordeaux,Regular,Full Flavor,SSL,100,1,5,40.000000000000
Bulgaria,Varna,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Guatemala,Guatemala City,Regular,Lights,STD,KS,1,6,33.333333000000
Great Britain,Exeter,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
United Arab Emirates,Sharjah,Regular,Full Flavor,STD,100,1,18,5.555556000000
Japan,Fukuoka,Menthol Caps,Full Flavor,SSL,100,1,27,11.111111000000
United Arab Emirates,Dubai,Menthol,Full Flavor,SSL,KS,1,4,25.000000000000
Dominican Republic,Santo Domingo Las Americas,Menthol,Full Flavor,STD,KS,1,6,16.666667000000
Turkey,Gaziantep Airport,Regular,Full Flavor,STD,KS,4,31,52.906510000000
Greece,Ioannina,Regular,Full Flavor,SSL,100,1,1,100.000000000000
Turkey,Trabzon Airport,Regular,Full Flavor,STD,LONGER THAN KS,1,13,7.692308000000
Turkey,Kayseri Airport,Regular,Full Flavor,STD,100,1,21,38.095238500000
Great Britain,London City,Regular,Lights,STD,KS,2,10,36.666666666667
France DP,Lille,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
France DP,Lyon Saint Exupery,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Turkey,Denizli Cardak Airport,Regular,Lights,STD,100,1,7,14.285714000000
France DP,Toulouse,Regular,Full Flavor,STD,100,1,7,14.285714000000
China,Jinan Xiaoqiang,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Eskisehir Airport,Menthol,Full Flavor,SSL,100,1,10,10.000000000000
South Africa,Cape Town,Regular,Full Flavor,STD,KS,2,11,78.030303000000
Japan,Chubu,Menthol Caps,Full Flavor,SSL,100,1,26,11.538462000000
Russia,Sochi,Menthol,Full Flavor,STD,100,1,11,9.090909000000
Dominican Republic,La Romana,Regular,Lights,STD,KS,1,9,11.111111000000
Ivory Coast,Abidjan,Regular,Ultralights,STD,KS,1,15,6.666667000000
Japan,Fukuoka,Regular,Lights,STD,KS,1,27,3.703704000000
Spain,Sevilla,Regular,Full Flavor,STD,KS,4,16,55.694444250000
France DP,Lille,Regular,Full Flavor,STD,KS,3,6,66.666666666667
Mexico,Monterrey,NTD Caps,Full Flavor,STD,KS,1,11,10.795454500000
Saudi Arabia,RIYADH,Regular,Full Flavor,STD,100,1,16,6.250000000000
Greece,Rhodes,Regular,Full Flavor,SSL,100,2,10,25.000000000000
China,Qingdao Liuting,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Portugal,Lisbon,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Russia,Krasnoyarsk,Regular,Full Flavor,SSL,100,1,6,16.666667000000
Morocco,Ouarzazate,Regular,Full Flavor,SSL,100,2,16,9.791666500000
France DP,Lyon Saint Exupery,Menthol,Full Flavor,STD,100,1,11,9.090909000000
France,Tarbes - Lourdes,Regular,Lights,STD,100,1,5,20.000000000000
Canary Islands,La Palma,Menthol,Full Flavor,SSL,100,1,4,25.000000000000
Germany,Hannover,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Japan,Chubu,Menthol,Full Flavor,SLI,100,1,62,3.225806000000
Greece,Heraklion Airport,Regular,Lights,STD,KS,2,10,16.666666666667
China,Ningbo Lishe,Regular,Lights,STD,KS,1,20,10.000000000000
Norway,Trondheim,Regular,Full Flavor,STD,KS,3,11,74.242424333333
China,Weihai Dashuibo,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,Bristol,Regular,Lights,STD,KS,2,13,25.874125500000
Spain,Jerez De La Frontera,Regular,Full Flavor,SSL,100,1,4,25.000000000000
China,Weihai Dashuibo,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
China,Hohhot Baita,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
France,Toulouse,Regular,Full Flavor,SSL,100,2,10,40.000000000000
China,Hefei Xinqiao,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Spain,Valencia,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Nicaragua,Managua,Regular,Lights,STD,KS,1,3,33.333333000000
Great Britain,London Southend Airport,Regular,Ultralights,STD,KS,1,2,50.000000000000
Greece,Alexandoupolis,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
France,Chambery,Regular,Full Flavor,SSL,100,1,4,50.000000000000
Morocco,Casablanca,NTD Caps,Full Flavor,SSL,100,1,27,26.851852000000
Japan,Osaka - Kansai,NTD Caps,Full Flavor,SSL,100,2,30,20.416666500000
Japan,Okayama,Menthol,Full Flavor,SSL,100,1,16,6.250000000000
Sri Lanka,Colombo,NTD Caps,Full Flavor,SSL,100,1,5,20.000000000000
Cape Verde,Praia,Menthol,Full Flavor,STD,KS,1,9,11.111111000000
Great Britain,Southampton,Regular,Ultralights,STD,KS,1,4,25.000000000000
Spain,Bilbao,Regular,Full Flavor,SSL,100,1,8,25.000000000000
Colombia,Cali,Regular,Full Flavor,STD,KS,2,10,41.428571500000
China,Chongqing Jiangbei,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Poland,Olsztyn,Regular,Full Flavor,STD,KS,2,6,83.333333500000
China,Urumchi Diwobao,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Hangzhou Xiaoshan,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Cape Verde,Rabil,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Taiwan,Everrich Downtown Kinmen,Regular,Full Flavor,SSL,KS,1,1,100.000000000000
Spain,Vigo,Regular,Full Flavor,SSL,100,1,5,40.000000000000
Morocco,Marrakech,Regular,Lights,STD,100,1,28,3.637566500000
Great Britain,London Stansted,Regular,Ultralights,STD,KS,1,4,25.000000000000
China,Sanya Fenghuang,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Spain,Reus,Regular,Ultralights,STD,KS,1,7,14.285714000000
China,Yinchuan Hedong,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
South Africa,Cape Town,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
China,Guangzhou Baiyun,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,Newcastle,Regular,Ultralights,STD,KS,1,3,33.333333000000
Spain,Bilbao,Regular,Full Flavor,STD,100,1,9,11.111111000000
Japan,Fukuoka,Menthol,Full Flavor,SSL,100,1,27,3.703704000000
Japan,Tokyo - Narita,Menthol Caps,Full Flavor,SSL,100,1,28,10.714286000000
Switzerland,Basel,Regular,Ultralights,STD,KS,1,21,4.761905000000
Canary Islands,Lanzarote,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
Germany,Berlin Brandenburg,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Malaysia,Kota Kinabalu,Regular,Lights,STD,KS,1,7,14.285714000000
Turkey,Eskisehir Airport,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
Kosovo,PRISTINA,Menthol,Full Flavor,SSL,100,1,21,4.761905000000
Russia,Moscow - Vnukovo,Regular,Lights,STD,100,1,12,8.333333000000
Peru,Lima,Regular,Lights,STD,KS,2,22,9.663299666667
Greece,Mitilini,Regular,Full Flavor,STD,KS,3,6,65.833333250000
South Korea,Incheon,Menthol,Full Flavor,STD,KS,2,56,8.585164500000
France,Nice,Regular,Full Flavor,STD,KS,4,11,65.584415600000
France,Strasbourg,Regular,Lights,STD,KS,1,4,25.000000000000
Spain,Malaga,Regular,Full Flavor,STD,KS,4,19,53.282163750000
Switzerland,Basel,Regular,Full Flavor,STD,KS,3,21,65.776815666667
China,Wuhan Tianhe,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Yancheng Nanyang,Regular,Full Flavor,STD,LONGER THAN KS,1,6,16.666667000000
South Korea,Yangyang,Menthol Caps,Full Flavor,STD,KS,1,30,3.333333000000
Greece,Athens,Regular,Full Flavor,STD,100,1,12,8.333333000000
Russia,St. Petersburg Pulkovo,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Turkey,Ankara Airport,Menthol Caps,Full Flavor,STD,KS,1,19,10.526316000000
Morocco,Oujda,Regular,Full Flavor,SLI,100,1,21,4.761905000000
Italy,Genoa,Regular,Full Flavor,STD,KS,1,2,50.000000000000
South Africa,Cape Town,Menthol,Full Flavor,STD,KS,1,11,9.090909000000
Great Britain,Southampton,Regular,Full Flavor,STD,KS,3,11,62.575757666667
France,Nantes,Menthol,Full Flavor,STD,100,1,10,10.000000000000
Morocco,Oujda,Regular,Lights,STD,KS,2,21,7.936508333333
Morocco,Al Hoceima,Regular,Full Flavor,STD,KS,3,16,62.123015666667
Mongolia,Ulaanbaatar,Regular,Lights,STD,KS,1,8,13.392857000000
Bulgaria,Sofia,Regular,Full Flavor,SSL,100,2,10,37.195767000000
France DP,Toulouse,Regular,Full Flavor,SLI,100,1,7,14.285714000000
France,Paris Charles De Gaulle,Regular,Full Flavor,STD,KS,4,11,67.727272800000
Poland,Warsaw,Regular,Full Flavor,STD,KS,4,13,82.371794750000
Saudi Arabia,RIYADH,NTD Caps,Full Flavor,STD,KS,1,16,28.125000000000
Spain DP,Malaga,Regular,Full Flavor,STD,KS,4,19,53.282163750000
