DF_Market,Location,CR_BrandId,$theyearbefore NOR,$previous_year NOR,$current_year NOR,$theyearbefore MC,$previous_year MC,$current_year MC
Guinea DF,Conakry,114699,9734.4,25078.082,0,8064.192,20075.572,0
Greece,Heraklion Airport,124225,0,180.604227182,147283.989378506,0,129.094227182,106704.350378506
Greece,Mykonos,124700,0,1394.506046023,22134.449411747,0,1133.562046023,17756.699411747
Australia,Coolangatta,103550,0,0,0,0,0,0
Oman,Salalah,122948,36275.632,123142.536,335107.15,32226.282,107888.465,297092.629
Sierra Leone,Sierra Leone,139307,0,0,8503.703,0,0,6293.42
Brazil,Brasilia,91755,631.117,3650.025,0,554.566,2692.72,0
Mongolia,Ulaanbaatar,137056,0,1475.283635284,0,0,1227.639635284,0
Russia,Vladivostok,121978,125.888205394,0,2318.441651612,111.970205394,0,2022.483651612
Oman,Muscat,90250,69503.454,166593.503,195848.6,61580.004,145994.736,173219.054
Brazil,Salvador,139322,0,370.508,5070.557,0,297.973,4131.053
Kyrgyzstan,Manas,98166,2264.519959353,12674.231725342,18900.389354312,1926.403959353,10618.930725342,15985.371354312
United Arab Emirates,Ras El Khaymah,120006,4753.532,0,0,4214.192,0,0
United Arab Emirates,Abu Dhabi,120085,476464.228,0,0,421674.448,0,0
Colombia,Bogota,125625,0,539.012,0,0,418.763,0
Turkey,Eskisehir Airport,118916,0,0,405.286506834,0,0,343.995506834
Morocco,Nador,58956,1153.227605975,3004.051792088,5871.678870992,865.332605975,2299.594792088,4468.192870992
Turkey,Konya Airport,124776,0,0,59.211463248,0,0,46.972463248
Turkey,Konya Airport,87049,79.066944053,322.045850323,813.311006832,60.886944053,247.218850323,622.654006832
China,Wenzhou Longwan,125151,0,0,0,0,-2.489,0
Mauritius,Port Louis,,-39338,-42916,-9999,-39338,-42916,-9999
Turkey,Cukurova Airport,94142,0,0,8002.989895947,0,0,7018.664895947
Egypt,Marsa Aalam,139323,0,443.527,6947.922,0,298.285,4449.582
Bahrain,Manama,113970,0,129023.298,0,0,114584.951,0
Turkey,Kutahya Airport,125714,0,38.80849612,600.320247993,0,33.41949612,517.801247993
Egypt,Hurgada,100921,20587.236,0,0,17640.788,0,0
China,Changzhou Benniu,119255,0,0,0,0,0,0
Mongolia,Ulaanbaatar,123489,0,0,0,0,-348.713,0
Dominican Republic,Puerto Plata,100603,9649.924,0,0,8008.227,0,0
Georgia,Tbilisi,121435,93210.690382097,0,0,78394.552382097,0,0
Germany,Erfurt,125050,0,831.217378269,0,0,661.852378269,0
Mexico,Guadalajara,114700,0,4504.261,0,0,2394.456,0
China,Shandong,113952,0,0,0,0,0,0
Sri Lanka,Colombo,107384,19544.505,0,0,18890.34,0,0
Argentina,Mendoza,148453,0,0,592.276,0,0,420.096
China,Fuzhou Changle,105694,0,6.129,0,0,4.583,0
United Arab Emirates,Ras El Khaymah,120031,7056.574,0,0,6311.942,0,0
China,Wenzhou Longwan,122864,0,0.346,0,0,0.237,0
Australia,Sydney,123409,0,0.5376,0,0,0.4986,0
Turkey,Istanbul Asia Airport,,0,0,-7172.692264934,0,0,-7172.692264934
Morocco,Oujda,125137,2393.15609162,0,0,2013.88009162,0,0
Trinidad and Tobago,Piarco,125837,0,0,0,0,0,0
China,Kunming Wujiaba,107719,3996.81,0,0,3591.68,0,0
Italy,Torino,121004,0,0,0,0,0,0
Vietnam,Phu Quok,98189,3070.9,23586.809,126592.145,2649.864,20048.429,108042.817
Croatia,Zadar,125441,6084.450473148,19880.575763623,68187.45216544,5388.530473148,17313.155763623,59950.30616544
El Salvador,San Salvador Comalapa,95487,7910.498,37182.404,93374.855,6578.506,30371.076,76606.781
Argentina,Buenos Aires - Ezeiza,123959,13959.283,369711.041,1092816.165,12330.83,269501.665,831016.1
Mexico,Monterrey,114397,1694.004,2887.274,11493.952,1513.063,2262.862,9150.579
Turkey,Gaziantep Airport,40680,383.541878747,1162.998692595,5352.877962846,322.053878747,999.851692595,4516.081962846
Great Britain,Bristol,122752,2718.035977999,13607.678818456,124253.103453368,2589.289977999,12003.616818456,110398.590453368
Guadalupe,Pointe-a-Pitre,121221,101440.11662928,346160.485118236,2268286.20450335,96925.12662928,309368.436118236,2088046.75450335
United Arab Emirates,Abu Dhabi,138518,0,108132.741406193,427640.028909535,0,95617.486406193,381512.805909535
France,Bordeaux,138522,0,5777.354464864,21780.829886243,0,5227.367464864,20029.626886243
Spain,Almeria,123307,3939.525738226,6744.762518422,58203.658811071,3547.140738226,5296.086518422,46984.212811071
Norway,Sandefjord-Torp,124812,0,8735.800405839,32642.769091109,0,7785.884405839,28819.465091109
Brazil,Sao Paulo - Guarulhos,91751,35593.984,159974.831,0,28676.796,122826.177,0
Singapore,Singapore - Changi,122553,25752,580161.588,1013207.326,22018.39,486396.576,857311.646
Russia,Krasnoyarsk,86984,450.258864736,506.05731064,0,369.752864736,417.57331064,0
Turkey,Istanbul Airport,42446,90228.184387422,127809.845060247,37381.73269813,74075.254387422,103796.787060247,31453.63669813
China,Changchun Longjia,105625,625.052,31105.604,49832.713,443.746,20955.169,33532.685
Great Britain,Leeds Bradford,122749,23848.516904815,83936.817405085,303548.877650686,22282.695904815,71275.987405085,261112.985650686
Dominican Republic,Samana El Catey,123649,206.96,896.327,5869.709,188.78,719.85,4756.676
Turkey,Istanbul Airport,144240,0,0,358816.097899063,0,0,301224.707899063
Taiwan,Kaohsiung,95404,1928.142,44427.842,168058.805,1518.614,33580.216,124326.024
Germany,Stuttgart,125798,5614.230798832,2803.478812472,2052.156962291,4980.960798832,2467.231812472,1831.549962291
Grenada,St. George's Point Saline,99921,676.889,4212.803,6598.438,563.402,3514.766,5511.191
Japan,Chitose,40827,29.026746722,8602.969819076,23771.605356972,26.178746722,7509.989819076,20736.864356972
Morocco,Nador,139305,0,2722.078263251,122520.123983404,0,1870.357263251,100113.515983404
Mexico,Puerto Vallarta,139307,0,23083.429,664121.078,0,18677.138,540030.346
Trinidad and Tobago,Piarco,99921,3110.624,12759.6,6287.125,2640.853,10655.707,5246.124
Colombia,Bogota,91755,133575.063,350739.641,0,105235.526,276300.933,0
Saudi Arabia,Jeddah,125328,0,3018151.53917023,6288968.34307393,0,2629099.85617023,5530792.01307392
Poland,Rzeszow,144362,0,200.091556677,198567.476374169,0,157.775556677,165628.011374169
Spain DP,Bilbao,122496,17655.480465412,46297.257496672,300927.488776626,15137.990465412,32741.527496672,235492.805776626
Egypt,Alexandria,142119,0,2997.999,406692.288,0,2296.122,332330.631
Spain DP,A Coruna,123156,297.772221516,1641.283937744,7733.000863969,248.463221516,1065.416937744,5944.885863969
Italy,Verona,123091,8457.804134144,15545.614013144,127075.243543569,7868.013134144,13121.636013144,107055.879543569
Saint Marteen (NL),St. Maarten Princess Juliana,139322,0,0,7387.663,0,0,6293.921
Mexico,Los Cabos,123649,0,4134.428,10016.389,0,3383.06,8366.911
Morocco,Fes,113639,90932.74597703,311760.218305003,286945.419412117,79610.12797703,259238.851305003,239294.903412117
Morocco,Agadir,123413,0,0,239.644093149,0,0,196.618093149
Morocco,Marrakech,113631,478184.625729775,1988253.85086591,2545642.14973302,396878.637729775,1642405.43086591,2126912.94773302
Italy,Palermo,120995,0,2334.553181634,20455.08980648,0,1967.494181634,17754.70880648
Italy,Torino,123373,0,0,21534.571443301,0,0,17137.935443301
Turkey,Gaziantep Airport,122596,0,5468.985705454,40049.551810977,0,4593.693705454,31545.482810977
Spain DP,Sevilla,125679,0,26856.886559761,698008.582562953,0,19006.765559761,508069.358562953
Spain,Gerona,123307,6436.780932325,15222.974464576,152175.11514665,5798.965932325,11878.275464576,122903.64914665
El Salvador,San Salvador Comalapa,139322,0,323.605,6997.695,0,240.045,5551.61
Tunisia,Tozeur,139307,0,1237.730634019,53549.968580445,0,1051.062634019,44787.867580445
India,Hyderabad,123637,0,3542.727,74080.244,0,2892.08,62517.34
Egypt,Aswan,125841,0,749.621,541493.337,0,623.933,454406.384
Brazil,Sao Paulo - Guarulhos,114360,81830.58,402482.978,0,71833.69,296277.302,0
Seychelles,Victoria,99009,0,84613.605359786,253972.723506637,0,71602.281359786,215227.197506637
Ecuador,Quito,104518,19423.16,24527.58,0,16684.714,20844.571,0
Germany,Erfurt,122214,1485.302446397,397.680668781,0,1193.138446397,312.764668781,0
Vietnam,Hanoi,138176,0,13289.389,344866.331,0,9754.141,296112.716
China,Chongqing Jiangbei,105626,22.018,14774.828,40152.638,17.894,11646.675,31559.884
Spain DP,Palma De Mallorca,125051,363851.168202823,172689.590383422,0,310247.932202823,122681.316383422,0
Turkey,Kayseri Airport,113638,25087.572520793,50288.468918475,26187.057958122,21376.773520793,43098.619918475,22559.340958122
Panama,Panama Tocumen,114397,19590.28,47123.553,97791.137,16173.314,38340.458,80686.644
Egypt,Hurgada,104947,142241.552,132887.741,0,115305.154,105108.771,0
Colombia,Bogota,139307,0,25639.188,1135051.273,0,18325.536,864356.445
Bosnia-Herzegovinia,Sarajevo,141875,0,6593.245651048,518640.568119827,0,5216.802651048,448489.572119827
Nicaragua,Managua,91644,2340.094,8035.698,28157.853,1898.957,5972.234,20831.9
Tunisia,Monastir,100605,335700.508951166,635965.954845916,0,284995.780951166,533470.842845916,0
Spain,Valencia,123084,15854.201068929,59788.949087873,213918.027064223,14700.715068929,50309.564087873,182395.034064223
Portugal,Madeira,125468,0,0,55147.823048195,0,0,48538.246048195
Great Britain,Exeter,125413,0,5.45362505,0,0,4.81162505,0
Japan,Osaka - Kansai,103589,1918.910893554,12894.160583035,0,1706.648893554,11469.033583035,0
Croatia,Zadar,123061,6144.488669396,9067.112705344,34464.779585998,5441.608669396,7882.472705344,30306.144585998
Turkey,Bodrum Airport,70904,9742.970039119,28187.295267056,69551.548685296,8535.408039119,24518.010267056,62528.078685296
Mexico,La Paz Manuel Marquez de Leon,139312,0,390.3,3575.162,0,331.085,3044.291
Peru,Lima,125087,0,18092.403,53316.843,0,15164.677,44287.221
El Salvador,San Salvador Comalapa,125835,0,1313.14,25773.421,0,1072.507,20655.013
Ukraine,Lviv,98147,17429.848208313,0,0,14920.136208313,0,0
Grenada,St. George's Point Saline,104519,3039.75,6955.825,0,2930.143,5861.271,0
Spain,Almeria,125051,4202.448439567,3852.618294849,0,3913.641439567,3309.065294849,0
Egypt,Alexandria,123024,0,8706.636,19236.007,0,4952.77,11031.351
Spain DP,Jerez De La Frontera,123310,3817.915383261,10012.32278154,26883.047649458,3237.670383261,6835.00678154,19802.191649458
Turkey,Diyarbakir Airport,57069,1510.451732933,1136.467255932,701.199092932,1165.031732933,838.383255932,525.697092932
Morocco,Fes,123413,0,0,173.118562969,0,0,142.938562969
Mexico,La Paz Manuel Marquez de Leon,139307,0,1799.16,44865.6,0,1455.674,36498.128
Morocco,Rabat,125143,15253.767450371,211435.645594609,288137.550330145,13040.567450371,179388.429594609,248343.349330145
Oman,Muscat,123514,45898.546,504363.322,1729020.429,41176.728,447349.747,1540037.457
Egypt,Luxor,123024,0,4233.649,5858.353,0,2860.579,3405.921
Norway,Alesund,124812,0,1353.255123255,0,0,1205.162123255,0
Australia,Sydney,99364,424.532408241,5055.4048,0,381.884408241,4482.0468,0
Mexico,Los Cabos,139312,0,4434.719,40874.199,0,3761.878,34801.255
Brazil,Natal,139322,0,101.159,1189.985,0,79.641,966.219
Mexico,Mazatlan,125074,0,0,3060.111,0,0,2567.044
Qatar,Doha,113960,0,0,1545044.066,0,0,1360097.698
Poland,Szczecin,146395,0,0,39341.143268418,0,0,28674.473268418
India,Lucknow,139322,0,641.809,3170.734,0,538.244,2673.909
Namibia,Windhoek,123645,6465.8,10563.1,10086.76,4799.3,7369.968,7725.56
France,Strasbourg,137081,0,0,1257.96456559,0,0,1151.73556559
Morocco,Rabat,137359,222.061286168,12600.355686766,0,206.403286168,10386.106686766,0
Jordan,Amman,148389,0,0,373120.178,0,0,301331.479
Sierra Leone,Sierra Leone,125840,0,0,9448.559,0,0,6992.692
Panama,Panama Tocumen,90233,1936.4,937.6,0,1624.31,778.237,0
Turkey,Hatay Airport,96532,0,32.259600063,0,0,25.488600063,0
Turkey,Gaziantep Airport,124798,0,211.741369556,253.140428726,0,175.656369556,206.113428726
Mongolia,Ulaanbaatar,99016,8089.336111505,17362.347542222,10364.571154776,6861.648111505,14554.131542222,8763.234154776
Greece,Skiathos,120929,9481.73365027,4474.342550072,0,8043.99865027,3241.429550072,0
India,Mangalore,139322,0,819.317,1886.183,0,687.109,1589.687
China,Zhengzhou Xinzheng,105626,15.794,0,0,12.836,0,0
Poland,Katowice,146395,0,0,153335.224552648,0,0,120939.026552648
Israel,Ramon,123361,668.88,9511.972,1772.247,596.426,8348.599,1572.128
Turkey,Ankara Airport,94156,0,7438.758538759,4563.993595078,0,6198.071538759,3882.096595078
United Arab Emirates,Abu Dhabi,120076,0,32009.738,0,0,28007.533,0
Vietnam,Danang,113542,67431.84,30104.254,0,58517.102,25672.039,0
Turkey,Kayseri Airport,96531,0,0,1109.57618835,0,0,939.26918835
Germany,Berlin Brandenburg,121225,0,0,0,0,0,0
Guatemala,Guatemala City,104519,0,83307.196,0,0,70291.486,0
Iraq,Baghdad,139312,0,0,140639.822,0,0,114520.625
Belarus,Minsk,116132,0,0,0,0,0,0
Georgia,Tbilisi,121427,1032.388658349,0,0,693.028658349,0,0
Turkey,Antalya Gazipasa Airport,107958,0,1457.079497079,0,0,1056.874497079,0
Russia,Krasnodar,86984,605.072989739,0,0,530.002989739,0,0
Kenya,Jomo Kenyatta,122222,2495.28,0,0,2109.044,0,0
Mexico,Los Cabos,107858,1026.587,4721.644,0,873.478,4030.093,0
Turkey,Hatay Airport,122817,0,124.23818557,0,0,102.70918557,0
China,Changchun Longjia,105696,0,19.236,0.673,0,15.448,0.548
India,Anna,139345,0,0,4429.477,0,0,3804.996
China,Shenyang Taoxian,105462,0,67.586,0,0,52.333,0
Turkey,Trabzon Airport,141464,0,2250.312096587,8798.794991644,0,1754.399096587,6831.674991644
China,Nanjing Lukou,122860,0,0,1886.124,0,0,1271.298
Philippines,Iloilo,99569,0,0,432.58,0,0,317.657
Indonesia,Ngurah Rai,113821,3852.406,0,0,3494.007,0,0
Greece,Thessaloniki,125457,0,0,7137.013330174,0,0,4811.240330174
China,Urumchi Diwobao,105458,0,0,0,0,0,0
Germany,Erfurt,125052,3354.480676301,0,0,3017.462676301,0,0
Uganda,Entebbe,98238,675.92,0,0,557.616,0,0
Egypt,Luxor,113604,631.598,0,0,548.09,0,0
Turkey,Cukurova Airport,94155,0,0,1733.290401629,0,0,1518.326401629
Bosnia-Herzegovinia,Tuzla,124776,10404.007118073,0,0,9012.167118073,0,0
Kenya,Jomo Kenyatta,94414,0.136,0,0,0.106,0,0
Brazil,Sao Paulo - Guarulhos,90249,665.49,0,0,612.465,0,0
China,Guangzhou Baiyun,105465,0,0,0,0,0,0
China,Qingdao Liuting,110726,0,-72.958,0,0,-94.737,0
Mozambique,Beira,123645,5878,0,0,4363,0,0
China,Sanya Fenghuang,125541,0,0,0,0,0,0
Denmark,Faroe Islands,123077,1856.624611919,0,0,1682.644611919,0,0
China,Xiamen Gaoqi,105465,0,0,0,0,0,0
Switzerland,Zurich,,0,0,-17760,0,0,-17760
Switzerland,Geneva,124707,212439.114584239,465830.616549862,1549818.08039295,185806.771584239,394413.484549862,1336479.55639295
Japan,Chubu,40827,4310.790103264,45903.699706758,164837.962002973,3872.260103264,40096.708706758,144693.486002973
Turkey,Istanbul Airport,141876,0,0,1816905.67540053,0,0,1526635.61240053
Mexico,Mexico City,122896,56339.924,174175.845,562817.134,50970.903,137740.955,454536.058
Morocco,Agadir,123639,25913.919932268,96450.171416505,505723.421831155,20987.139932268,76092.802416505,405167.247831155
Great Britain,Birmingham,122753,4744.062916608,17540.147253066,70276.367727905,4383.924916608,14465.415253066,58787.238727905
Brazil,Sao Paulo - Guarulhos,114359,40700.273,321788.019,0,32794.714,246282.303,0
French Guyana,Cayenne,122776,114715.37491131,144898.435039841,550581.595516562,111364.51991131,123423.248039841,476327.970516562
Colombia,Bogota,125837,0,69812.822,784019.972,0,58692.62,640614.85
Great Britain,London Gatwick,122749,397435.520941815,1244003.28554875,4141090.86738602,371456.825941815,1056118.36154875,3561439.92738602
Poland,Krakow Balice,144362,0,204.441373126,916077.808016511,0,162.125373126,762849.780016511
Great Britain,Manchester,122753,25354.138352094,82132.910204261,279592.97469264,23464.717352094,67717.314204261,233894.18569264
Japan,Chubu,113865,35842.283358654,546904.846404477,122267.28843387,32063.439358654,478791.190404477,105582.32243387
Hong Kong,Hong Kong,157050,0,351676.433,1791549.285,0,276803.483,1409699.741
Russia,Moscow - Vnukovo,121978,14163.285506557,52623.983384183,223665.183666166,13008.057506557,42471.505384183,177269.085666166
Oman,Muscat,123409,261297.822,304062.736,1404670.176,232820.78,269677.106,1254549.942
Spain,Palma De Mallorca,123156,4333.951686192,28867.379285278,99456.393499796,3953.278686192,23590.407285278,82953.804499796
Turkey,Antalya Gazipasa Airport,70909,1544.949610076,13278.488570528,128734.97193195,1327.587610076,11257.648570528,111078.50493195
Egypt,Alexandria,123028,0,44069.381,47617.12,0,31472.714,30365.816
Belize,Belize City,139305,0,2764.916,253348.944,0,2348.304,213521.347
Saudi Arabia,RIYADH,125069,0,735472.662795956,7621692.55174651,0,653787.554795956,6790912.93674651
Kuwait,Kuwait,139320,0,319955.682,165200.854,0,247975.309,129777.182
Laos,Vientiane,122623,0,45868.659,361462.733,0,39994.728,315375.733
Greece,Heraklion Airport,120917,489.006012732,258.566408294,2024.626214289,381.988012732,147.589408294,1150.988214289
Spain,Almeria,125681,0,252.664543892,11926.754799771,0,215.985543892,10224.072799771
Morocco,Nador,108146,0,0,13053.718864955,0,0,10765.058864955
Russia,St. Petersburg Pulkovo,121936,14453.242423483,18723.010160667,60275.050794182,13090.712423483,15002.442160667,47627.352794182
Turkey,Dalaman Airport,122591,0,14804.943914551,264852.158707442,0,11737.733914551,216535.510707442
Morocco,Tangier,101080,268370.098669789,1086563.32813961,1258190.04865468,232262.287669789,898236.219139614,1035969.06665468
Oman,Salalah,139322,0,557.442,101175.785,0,-729.988,89056.496
China,Beijing,125149,0,-1.642,310.775,0,-1.869,231.502
Spain,Madrid Barajas,125681,0,14269.067887572,1381851.52801284,0,12197.620887572,1182914.28601284
Turkey,Antalya Gazipasa Airport,139003,0,3537.73276339,7572.659638617,0,3161.55176339,6738.509638617
Italy,Florence,121007,0,2025.66699802,14907.886487222,0,1595.60499802,11970.520487222
Turkey,Ankara Airport,122201,6748.988602086,18456.129500392,27310.914848969,5757.300602086,15647.638500392,23255.554848969
Zambia,Lusaka,139305,0,1189.275,125360.417553214,0,823.96,98894.868553214
Egypt,Marsa Aalam,123649,60461.196,198399.366,715063.149,49332.326,158385.687,585041.539
Turkey,Samsun Airport,141734,0,0,1989.413587963,0,0,1671.108587963
Brazil,Sao Paulo - Guarulhos,91644,0,4550.381,50217.776,0,3475.255,38532.753
Turkey,Istanbul Asia Airport,144715,0,0,391498.454790737,0,0,343066.337790737
Brazil,Recife,95487,774.423,353.844,4204.345,604.778,273.42,3237.947
Greece,Alexandoupolis,125456,0,163.622196141,20775.992330835,0,134.936196141,16697.035330835
Bahrain,Manama,123386,24525.86,69897.366,134962.254,22337.192,63049.143,122175.915
Turkey,Istanbul Asia Airport,114636,144419.151417502,319708.687149057,249418.849867072,136256.009417502,279138.464149057,218604.833867072
Mauritania,Nouakchott,114699,11857.200986827,17777.822946452,12890.010793634,9741.606986827,14192.362946452,10177.662793634
Australia,Sydney,93157,5355.579417345,49713.697477383,97254.888203161,5018.057417345,46197.799477383,90981.487203161
Brazil,Fortaleza,125840,0,10202.77,143576.345,0,7307.915,99749.748
Great Britain,Leeds Bradford,122747,5235.1633334,14784.654163481,58894.460029765,4890.6813334,12555.895163481,50644.631029765
"Congo, Rep. Dem.",Lubumbashi,125837,0,295.192,227450.257,0,234.86,178053.942
Russia,Volgograd,86984,0,0,0,0,0,0
Turkey,Antalya Gazipasa Airport,125708,0,449.504563377,92473.716373572,0,399.460563377,82478.296373572
United Arab Emirates,Ras El Khaymah,122907,247.752,13216.483,45383.37,220.482,11616.526,40405.258
Dominican Republic,Punta Cana - Higuey,125144,55617.988,34656.777,0,48212.668,29250.445,0
Switzerland,Basel,106125,0,58725.592321758,181743.962463847,0,52238.119321758,164651.290463847
