DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp Total,SoM_Comp
Cambodia,Phnom Penh,Regular,Full Flavor,STD,100,1,74,1.351351000000
France DP,Marseille,Regular,Lights,STD,KS,4,25,16.000000000000
China,Shanghai Pudong,Regular,Full Flavor,STD,LONGER THAN KS,1,71,1.408451000000
Great Britain,Exeter,Regular,Full Flavor,STD,100,1,26,3.846154000000
China,Nanning Wuxu,Menthol,Full Flavor,STD,LONGER THAN KS,1,69,1.449275000000
Jordan,Amman,Regular,Full Flavor,SSL,100,5,69,7.246377000000
China,Urumchi Diwobao,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Morocco,Casablanca,Regular,Lights,STD,KS,6,88,6.818182000000
Jamaica,Montego Bay,Regular,Full Flavor,STD,KS,36,61,59.016393000000
Morocco,Fes,Regular,Full Flavor,STD,100,1,67,1.492537000000
Tunisia,Jerba,Menthol Caps,Full Flavor,SSL,100,1,63,1.587302000000
Jordan,Amman,NTD Caps,Full Flavor,STD,KS,6,69,8.695652000000
Morocco,Casablanca,Regular,Full Flavor,SLI,KS,1,88,1.136364000000
France,Lyon Saint Exupery,Regular,Full Flavor,SSL,100,2,28,7.142857000000
Turkey,Antalya Airport,Regular,Full Flavor,SSL,KS,1,104,0.961538000000
Spain,Ibiza,Regular,Lights,STD,100,1,41,2.439024000000
China,Kunming Wujiaba,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Spain DP,Ibiza,NTD Caps,Full Flavor,STD,KS,1,41,2.439024000000
Spain DP,Valencia,Regular,Full Flavor,SSL,100,4,42,9.523810000000
China,Chongqing Jiangbei,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
South Korea,Jeju,Menthol Caps,Full Flavor,SSL,100,1,90,1.111111000000
China,Jinan Xiaoqiang,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Spain,Bilbao,Regular,Lights,STD,KS,4,23,17.391304000000
Armenia,Yerevan,Menthol,Full Flavor,SSL,100,3,35,8.571429000000
Caribbean Other,Basseterre (Saint Kitts),NTD Caps,Full Flavor,STD,KS,1,24,4.166667000000
Spain,Jerez De La Frontera,Regular,Lights,STD,100,1,26,3.846154000000
Spain DP,Barcelona,Regular,Full Flavor,STD,KS,32,50,64.000000000000
Spain DP,Palma De Mallorca,Regular,Full Flavor,STD,KS,30,48,62.500000000000
Greece,Santorini,Regular,Lights,STD,KS,3,29,10.344828000000
Spain,Reus,Regular,Lights,STD,100,1,28,3.571429000000
South Korea,Yangyang,NTD Caps,Full Flavor,SSL,100,4,43,9.302326000000
Spain,Murcia,Menthol,Full Flavor,STD,KS,2,18,11.111111000000
Spain DP,Gerona,Regular,Lights,STD,100,1,41,2.439024000000
Germany,Paderborn,Regular,Full Flavor,SSL,100,1,9,11.111111000000
Cambodia,Phnom Penh,NTD Caps,Full Flavor,STD,KS,3,74,4.054054000000
Japan,Tokyo - Narita,Menthol Caps,Full Flavor,STD,KS,5,88,5.681818000000
Spain DP,Madrid Barajas,Regular,Lights,STD,100,1,51,1.960784000000
Greece,Samos,Regular,Full Flavor,STD,100,1,14,7.142857000000
Cambodia,Phnom Penh,Menthol,Full Flavor,STD,KS,1,74,1.351351000000
Kuwait,Kuwait,Regular,Full Flavor,STD,100,3,59,5.084746000000
French Guyana,Cayenne,Regular,Full Flavor,STD,KS,14,18,77.777778000000
China,Nanchang Changbei,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Saudi Arabia,RIYADH,Regular,Full Flavor,SSL,100,4,41,9.756098000000
Brazil,Porto Alegre,Menthol,Full Flavor,SSL,100,2,19,10.526316000000
China,Yanji Zhaoyangchuan,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Spain DP,Alicante,NTD Caps,Full Flavor,STD,KS,1,46,2.173913000000
